date,product,region,units_sold,revenue
2025-07-15,Mouse,South,6.0,4667.89
2025-07-15,Mouse,North,2.0,1610.61
2025-07-15,Laptop,West,7.0,306092.54
2025-07-15,Laptop,East,2.0,85643.78
2025-07-15,Laptop,North,4.0,164548.28
2025-07-15,Keyboard,North,4.0,6302.34
2025-07-16,Monitor,North,4.0,49139.05
2025-07-16,Monitor,South,3.0,36093.09
2025-07-16,Monitor,East,3.0,36080.68
2025-07-16,Headphones,West,6.0,14704.21
2025-07-16,Headphones,North,7.0,17831.73
2025-07-16,Headphones,South,2.0,4866.82
2025-07-16,Keyboard,West,4.0,5853.37
2025-07-16,Monitor,West,2.0,24795.21
2025-07-16,Keyboard,East,3.0,4575.47
2025-07-16,Headphones,East,1.0,2670.6
2025-07-16,Keyboard,North,2.0,3105.52
2025-07-16,Laptop,South,3.0,131956.51
2025-07-16,Laptop,East,3.0,143034.94
2025-07-16,Laptop,West,6.0,266182.29
2025-07-16,Keyboard,South,3.0,4723.74
2025-07-16,Mouse,South,1.0,832.19
2025-07-16,Mouse,East,3.0,2550.75
2025-07-16,Mouse,North,3.0,2341.92
2025-07-16,Mouse,West,2.0,1611.35
2025-07-17,Headphones,West,1.0,2466.15
2025-07-17,Headphones,East,3.0,7163.07
2025-07-17,Headphones,South,2.0,4775.73
2025-07-17,Headphones,North,3.0,7372.8
2025-07-17,Monitor,West,7.0,84072.32
2025-07-17,Monitor,East,2.0,24988.26
2025-07-17,Monitor,North,2.0,23265.81
2025-07-17,Keyboard,West,4.0,6239.08
2025-07-17,Monitor,South,2.0,23025.14
2025-07-17,Keyboard,North,7.0,10871.12
2025-07-17,Keyboard,East,1.0,1486.75
2025-07-17,Laptop,South,4.0,166560.81
2025-07-17,Laptop,East,1.0,46505.42
2025-07-17,Mouse,North,2.0,1566.33
2025-07-17,Laptop,North,3.0,143905.74
2025-07-17,Mouse,East,3.0,2383.27
2025-07-17,Mouse,West,4.0,3148.36
2025-07-17,Mouse,South,7.0,5822.2
2025-07-18,Keyboard,West,2.0,3195.05
2025-07-18,Headphones,West,2.0,4919.51
2025-07-18,Headphones,East,8.0,19832.86
2025-07-18,Headphones,South,2.0,5008.25
2025-07-18,Headphones,North,4.0,10100.52
2025-07-18,Monitor,West,1.0,12858.02
2025-07-18,Monitor,East,4.0,54607.75
2025-07-18,Monitor,North,3.0,34553.64
2025-07-18,Keyboard,East,2.0,3109.99
2025-07-18,Laptop,East,6.0,272049.94
2025-07-18,Keyboard,North,4.0,5998.0
2025-07-18,Keyboard,South,3.0,4665.5
2025-07-18,Laptop,South,2.0,88047.2
2025-07-18,Laptop,West,3.0,130369.08
2025-07-18,Laptop,North,4.0,188637.57
2025-07-18,Mouse,South,3.0,2311.01
2025-07-18,Mouse,East,2.0,1691.41
2025-07-18,Mouse,West,6.0,5191.01
2025-07-18,Mouse,North,3.0,2397.14
2025-07-19,Keyboard,East,3.0,4458.13
2025-07-19,Headphones,East,1.0,2460.11
2025-07-19,Headphones,South,6.0,14324.39
2025-07-19,Headphones,North,1.0,2410.85
2025-07-19,Monitor,West,4.0,53299.8
2025-07-19,Headphones,West,4.0,10090.73
2025-07-19,Monitor,South,6.0,75060.02
2025-07-19,Keyboard,South,3.0,4481.57
2025-07-19,Monitor,East,3.0,37083.49
2025-07-19,Mouse,West,3.0,2510.71
2025-07-19,Keyboard,North,12.0,18319.44
2025-07-19,Laptop,North,7.0,327615.02
2025-07-19,Laptop,South,3.0,134064.67
2025-07-19,Laptop,East,11.0,431455.96
2025-07-19,Keyboard,West,3.0,4448.02
2025-07-19,Mouse,South,,2400.18
2025-07-19,Mouse,East,6.0,4859.91
2025-07-19,Mouse,North,4.0,3346.77
2025-07-20,Headphones,East,7.0,18638.08
2025-07-20,Headphones,South,4.0,10266.91
2025-07-20,Headphones,North,3.0,7247.63
2025-07-20,Monitor,West,6.0,73863.93
2025-07-20,Monitor,East,4.0,45992.11
2025-07-20,Monitor,South,1.0,12147.13
2025-07-20,Monitor,North,6.0,71291.48
2025-07-20,Keyboard,West,1.0,1622.6
2025-07-20,Keyboard,East,6.0,9764.92
2025-07-20,Headphones,West,4.0,10156.24
2025-07-20,Keyboard,North,11.0,15929.46
2025-07-20,Laptop,North,6.0,246077.62
2025-07-20,Laptop,South,9.0,405768.77
2025-07-20,Laptop,East,11.0,498565.29
2025-07-20,Laptop,West,6.0,257515.34
2025-07-20,Keyboard,South,6.0,9018.39
2025-07-20,Mouse,South,7.0,5374.23
2025-07-20,Mouse,East,9.0,7473.15
2025-07-20,Mouse,West,3.0,2300.62
2025-07-20,Mouse,North,3.0,2404.49
2025-07-21,Keyboard,East,3.0,4112.39
2025-07-21,Headphones,East,6.0,14940.66
2025-07-21,Headphones,South,6.0,16819.06
2025-07-21,Headphones,North,3.0,6925.42
2025-07-21,Monitor,West,2.0,24024.33
2025-07-21,Monitor,East,4.0,50234.43
2025-07-21,Monitor,South,6.0,71135.25
2025-07-21,Monitor,North,4.0,48085.86
2025-07-21,Keyboard,West,7.0,10404.68
2025-07-21,Headphones,West,4.0,10424.94
2025-07-21,Keyboard,South,7.0,10283.32
2025-07-21,Mouse,West,7.0,5173.44
2025-07-21,Keyboard,North,2.0,3027.05
2025-07-21,Laptop,North,4.0,163990.96
2025-07-21,Laptop,South,2.0,85695.19
2025-07-21,Laptop,East,3.0,132599.18
2025-07-21,Mouse,North,4.0,3378.97
2025-07-21,Mouse,South,7.0,5259.1
2025-07-21,Mouse,East,2.0,1496.66
2025-07-21,Laptop,West,2.0,90156.46
2025-07-22,Headphones,East,3.0,7709.7
2025-07-22,Headphones,South,6.0,13853.74
2025-07-22,Headphones,North,4.0,9528.52
2025-07-22,Monitor,West,2.0,23254.64
2025-07-22,Monitor,East,2.0,22378.14
2025-07-22,Monitor,South,2.0,24271.01
2025-07-22,Monitor,North,4.0,47638.6
2025-07-22,Keyboard,West,1.0,1411.81
2025-07-22,Keyboard,East,2.0,3082.79
2025-07-22,Keyboard,South,3.0,4943.1
2025-07-22,Mouse,West,1.0,788.22
2025-07-22,Laptop,North,3.0,125399.74
2025-07-22,Laptop,South,1.0,47498.5
2025-07-22,Laptop,East,7.0,322818.32
2025-07-22,Keyboard,North,3.0,4623.89
2025-07-22,Mouse,North,7.0,6241.13
2025-07-22,Mouse,South,7.0,5746.01
2025-07-22,Mouse,East,3.0,2400.59
2025-07-22,Laptop,West,4.0,183203.56
2025-07-23,Headphones,East,3.0,7668.83
2025-07-23,Headphones,South,3.0,7688.71
2025-07-23,Headphones,North,3.0,7577.58
2025-07-23,Monitor,East,1.0,11628.96
2025-07-23,Monitor,South,2.0,22965.09
2025-07-23,Monitor,North,2.0,24464.12
2025-07-23,Keyboard,West,1.0,1473.56
2025-07-23,Keyboard,East,2.0,3334.72
2025-07-23,Keyboard,South,2.0,2937.47
2025-07-23,Headphones,West,2.0,5495.82
2025-07-23,Mouse,West,1.0,750.85
2025-07-23,Laptop,North,2.0,92881.44
2025-07-23,Laptop,South,8.0,347024.41
2025-07-23,Laptop,East,2.0,83302.84
2025-07-23,Keyboard,North,6.0,9916.22
2025-07-23,Mouse,North,4.0,3419.25
2025-07-23,Mouse,South,3.0,2199.34
2025-07-23,Mouse,East,2.0,1659.84
2025-07-23,Laptop,West,6.0,272701.27
2025-07-24,Keyboard,East,3.0,5084.42
2025-07-24,Headphones,East,4.0,9791.23
2025-07-24,Headphones,South,2.0,5061.87
2025-07-24,Headphones,North,6.0,14378.13
2025-07-24,Monitor,West,6.0,75784.04
2025-07-24,Monitor,East,1.0,12576.82
2025-07-24,Monitor,South,4.0,50563.59
2025-07-24,Keyboard,West,6.0,8491.58
2025-07-24,Headphones,West,3.0,7745.99
2025-07-24,Keyboard,South,2.0,2834.97
2025-07-24,Mouse,West,3.0,2424.06
2025-07-24,Keyboard,North,3.0,4271.94
2025-07-24,Laptop,North,4.0,172796.48
2025-07-24,Laptop,West,6.0,288479.94
2025-07-24,Laptop,East,2.0,98520.54
2025-07-24,Mouse,South,2.0,1577.49
2025-07-24,Mouse,East,4.0,3038.27
2025-07-24,Mouse,North,6.0,4838.88
2025-07-25,Headphones,West,7.0,16900.65
2025-07-25,Keyboard,West,3.0,4806.35
2025-07-25,Headphones,South,4.0,9314.03
2025-07-25,Headphones,North,9.0,20937.06
2025-07-25,Monitor,West,2.0,22726.94
2025-07-25,Monitor,East,1.0,12372.5
2025-07-25,Monitor,South,4.0,51357.83
2025-07-25,Monitor,North,4.0,48038.9
2025-07-25,Headphones,East,4.0,10072.55
2025-07-25,Keyboard,East,3.0,4543.43
2025-07-25,Keyboard,North,6.0,8545.03
2025-07-25,Laptop,North,2.0,89992.93
2025-07-25,Laptop,South,2.0,90489.53
2025-07-25,Laptop,East,1.0,42596.02
2025-07-25,Laptop,West,3.0,132915.86
2025-07-25,Keyboard,South,1.0,1493.99
2025-07-25,Mouse,South,4.0,3390.52
2025-07-25,Mouse,East,1.0,870.46
2025-07-25,Mouse,West,3.0,2514.79
2025-07-25,Mouse,North,4.0,3054.17
2025-07-26,Keyboard,East,11.0,16708.64
2025-07-26,Headphones,South,6.0,14763.32
2025-07-26,Headphones,North,1.0,2328.2
2025-07-26,Monitor,West,4.0,47739.05
2025-07-26,Monitor,East,6.0,76872.37
2025-07-26,Monitor,South,3.0,32251.55
2025-07-26,Monitor,North,4.0,48510.37
2025-07-26,Keyboard,West,1.0,1608.25
2025-07-26,Keyboard,South,6.0,8171.08
2025-07-26,Headphones,East,6.0,15709.91
2025-07-26,Mouse,West,4.0,3253.28
2025-07-26,Laptop,North,3.0,129540.3
2025-07-26,Laptop,South,3.0,126926.61
2025-07-26,Laptop,East,3.0,126259.66
2025-07-26,Keyboard,North,4.0,6097.97
2025-07-26,Mouse,North,7.0,5376.91
2025-07-26,Mouse,South,3.0,2142.34
2025-07-26,Mouse,East,1.0,839.93
2025-07-26,Laptop,West,6.0,271432.68
2025-07-27,Keyboard,West,4.0,5574.51
2025-07-27,Headphones,East,6.0,14581.32
2025-07-27,Headphones,South,4.0,9978.49
2025-07-27,Headphones,North,1.0,2658.7
2025-07-27,Monitor,West,1.0,11731.93
2025-07-27,Monitor,East,1.0,11435.22
2025-07-27,Monitor,South,1.0,12111.56
2025-07-27,Monitor,North,1.0,11949.88
2025-07-27,Headphones,West,11.0,25310.99
2025-07-27,Keyboard,East,6.0,9329.25
2025-07-27,Keyboard,North,3.0,4744.33
2025-07-27,Mouse,West,4.0,3340.96
2025-07-27,Mouse,East,4.0,3125.55
2025-07-27,Mouse,South,3.0,2429.46
2025-07-27,Laptop,West,6.0,262506.13
2025-07-27,Laptop,East,4.0,181710.94
2025-07-27,Laptop,South,6.0,287064.68
2025-07-27,Laptop,North,4.0,188239.77
2025-07-27,Keyboard,South,3.0,4382.17
2025-07-28,Monitor,South,1.0,11789.43
2025-07-28,Monitor,East,4.0,48167.6
2025-07-28,Monitor,West,4.0,50643.73
2025-07-28,Monitor,North,1.0,11990.0
2025-07-28,Headphones,South,4.0,10235.54
2025-07-28,Headphones,East,2.0,5007.84
2025-07-28,Headphones,West,2.0,5015.88
2025-07-28,Headphones,North,1.0,2459.74
2025-07-28,Keyboard,West,3.0,4555.64
2025-07-28,Laptop,North,2.0,92034.02
2025-07-28,Keyboard,North,9.0,13967.88
2025-07-28,Laptop,South,4.0,171309.15
2025-07-28,Laptop,East,3.0,133720.88
2025-07-28,Laptop,West,3.0,131913.14
2025-07-28,Keyboard,East,4.0,6153.91
2025-07-28,Mouse,South,4.0,3201.71
2025-07-28,Mouse,East,3.0,2395.25
2025-07-28,Mouse,West,1.0,879.69
2025-07-28,Mouse,North,6.0,4837.36
2025-07-29,Headphones,West,2.0,5093.8
2025-07-29,Headphones,East,1.0,2697.86
2025-07-29,Headphones,South,3.0,6913.16
2025-07-29,Headphones,North,1.0,2401.8
2025-07-29,Monitor,West,4.0,47930.64
2025-07-29,Monitor,East,7.0,86071.67
2025-07-29,Monitor,South,3.0,35271.51
2025-07-29,Keyboard,West,2.0,3069.61
2025-07-29,Keyboard,East,8.0,12212.51
2025-07-29,Monitor,North,2.0,20402.15
2025-07-29,Keyboard,North,4.0,6005.34
2025-07-29,Keyboard,South,3.0,4609.16
2025-07-29,Laptop,South,3.0,134959.08
2025-07-29,Laptop,East,2.0,85185.96
2025-07-29,Laptop,West,4.0,185924.68
2025-07-29,Laptop,North,2.0,88733.43
2025-07-29,Mouse,South,1.0,792.54
2025-07-29,Mouse,East,2.0,1558.85
2025-07-29,Mouse,West,3.0,2274.94
2025-07-29,Mouse,North,2.0,1721.82
2025-07-30,Monitor,North,2.0,23312.17
2025-07-30,Headphones,West,3.0,7369.15
2025-07-30,Headphones,East,1.0,2510.46
2025-07-30,Headphones,South,2.0,5101.01
2025-07-30,Headphones,North,4.0,10260.5
2025-07-30,Monitor,West,7.0,79396.75
2025-07-30,Monitor,East,4.0,45171.97
2025-07-30,Monitor,South,1.0,12693.92
2025-07-30,Keyboard,West,2.0,2923.95
2025-07-30,Laptop,South,3.0,134128.56
2025-07-30,Keyboard,North,3.0,4596.97
2025-07-30,Mouse,West,3.0,2424.48
2025-07-30,Mouse,East,2.0,1734.1
2025-07-30,Mouse,South,8.0,6189.83
2025-07-30,Laptop,West,3.0,134805.87
2025-07-30,Laptop,East,8.0,355054.27
2025-07-30,Laptop,North,2.0,91957.37
2025-07-30,Keyboard,South,2.0,2939.6
2025-07-31,Monitor,North,2.0,22826.82
2025-07-31,Monitor,East,6.0,75703.96
2025-07-31,Monitor,West,4.0,49564.42
2025-07-31,Headphones,West,4.0,9244.01
2025-07-31,Headphones,South,1.0,2510.84
2025-07-31,Headphones,East,,20743.0
2025-07-31,Keyboard,West,4.0,6536.94
2025-07-31,Headphones,North,3.0,7673.59
2025-07-31,Keyboard,East,3.0,4376.88
2025-07-31,Laptop,East,3.0,128768.95
2025-07-31,Keyboard,North,1.0,1390.27
2025-07-31,Laptop,South,6.0,291709.04
2025-07-31,Laptop,West,1.0,44837.03
2025-07-31,Mouse,North,4.0,3324.75
2025-07-31,Laptop,North,2.0,95225.45
2025-07-31,Mouse,East,6.0,5097.83
2025-07-31,Mouse,West,1.0,833.85
2025-07-31,Mouse,South,2.0,1609.97
2025-07-31,Keyboard,South,6.0,9109.63
2025-08-01,Headphones,West,6.0,16578.13
2025-08-01,Keyboard,West,6.0,8190.29
2025-08-01,Headphones,East,3.0,7162.22
2025-08-01,Headphones,South,4.0,10404.89
2025-08-01,Headphones,North,3.0,7357.88
2025-08-01,Monitor,West,6.0,68198.96
2025-08-01,Monitor,East,4.0,49705.02
2025-08-01,Monitor,South,4.0,49676.58
2025-08-01,Monitor,North,1.0,11629.62
2025-08-01,Keyboard,East,7.0,11194.26
2025-08-01,Keyboard,North,4.0,6013.92
2025-08-01,Mouse,West,6.0,5211.62
2025-08-01,Mouse,South,7.0,5771.3
2025-08-01,Mouse,North,7.0,5404.03
2025-08-01,Laptop,West,4.0,169031.01
2025-08-01,Laptop,East,6.0,252466.99
2025-08-01,Laptop,South,,309738.66
2025-08-01,Laptop,North,8.0,352551.28
2025-08-01,Keyboard,South,3.0,4292.12
2025-08-02,Monitor,North,3.0,35804.25
2025-08-02,Monitor,South,1.0,10829.94
2025-08-02,Monitor,East,4.0,47607.82
2025-08-02,Keyboard,West,4.0,5676.92
2025-08-02,Headphones,North,6.0,14577.97
2025-08-02,Headphones,South,3.0,7253.48
2025-08-02,Headphones,East,1.0,2318.09
2025-08-02,Monitor,West,8.0,96868.37
2025-08-02,Keyboard,East,9.0,13478.41
2025-08-02,Headphones,West,1.0,2608.77
2025-08-02,Keyboard,North,6.0,8405.97
2025-08-02,Laptop,North,8.0,355008.9
2025-08-02,Laptop,South,3.0,136566.51
2025-08-02,Laptop,East,1.0,42687.01
2025-08-02,Laptop,West,11.0,506858.2
2025-08-02,Keyboard,South,9.0,12857.05
2025-08-02,Mouse,South,4.0,3213.57
2025-08-02,Mouse,East,3.0,2220.57
2025-08-02,Mouse,West,3.0,2251.46
2025-08-02,Mouse,North,4.0,3178.81
2025-08-03,Keyboard,West,3.0,4599.33
2025-08-03,Headphones,West,3.0,7552.43
2025-08-03,Headphones,East,6.0,15032.73
2025-08-03,Headphones,South,4.0,9671.2
2025-08-03,Headphones,North,1.0,2560.54
2025-08-03,Monitor,West,3.0,37862.64
2025-08-03,Monitor,East,11.0,129829.72
2025-08-03,Monitor,South,11.0,136597.77
2025-08-03,Monitor,North,8.0,96343.99
2025-08-03,Keyboard,East,3.0,4632.05
2025-08-03,Laptop,East,6.0,281950.72
2025-08-03,Keyboard,North,3.0,4846.24
2025-08-03,Laptop,South,4.0,173322.54
2025-08-03,Keyboard,South,1.0,1568.34
2025-08-03,Laptop,West,4.0,188438.67
2025-08-03,Laptop,North,4.0,166427.32
2025-08-03,Mouse,South,4.0,3045.35
2025-08-03,Mouse,East,9.0,7277.64
2025-08-03,Mouse,West,3.0,2452.28
2025-08-03,Mouse,North,8.0,6332.82
2025-08-04,Keyboard,West,3.0,4373.64
2025-08-04,Headphones,West,6.0,14463.5
2025-08-04,Headphones,East,2.0,5033.22
2025-08-04,Headphones,South,1.0,2682.36
2025-08-04,Headphones,North,2.0,5056.2
2025-08-04,Monitor,West,3.0,33184.62
2025-08-04,Monitor,East,1.0,11902.23
2025-08-04,Monitor,South,2.0,20847.98
2025-08-04,Keyboard,East,4.0,5818.48
2025-08-04,Keyboard,South,3.0,4687.79
2025-08-04,Keyboard,North,2.0,2996.81
2025-08-04,Laptop,South,4.0,185283.38
2025-08-04,Laptop,East,3.0,132820.39
2025-08-04,Laptop,West,8.0,338163.29
2025-08-04,Laptop,North,4.0,169772.97
2025-08-04,Mouse,South,6.0,4686.72
2025-08-04,Mouse,East,1.0,836.06
2025-08-04,Mouse,West,7.0,5106.16
2025-08-04,Mouse,North,3.0,2193.82
2025-08-05,Monitor,North,6.0,70370.43
2025-08-05,Headphones,West,8.0,18874.13
2025-08-05,Headphones,East,6.0,15447.6
2025-08-05,Headphones,South,4.0,10074.94
2025-08-05,Headphones,North,2.0,4614.29
2025-08-05,Monitor,West,1.0,11601.02
2025-08-05,Monitor,East,4.0,51025.74
2025-08-05,Monitor,South,3.0,35862.37
2025-08-05,Keyboard,West,9.0,13302.45
2025-08-05,Keyboard,East,8.0,11723.9
2025-08-05,Keyboard,North,3.0,4788.97
2025-08-05,Mouse,West,7.0,5225.27
2025-08-05,Mouse,East,9.0,7642.97
2025-08-05,Mouse,South,6.0,5034.4
2025-08-05,Mouse,North,2.0,1532.66
2025-08-05,Laptop,West,3.0,132516.92
2025-08-05,Laptop,East,4.0,186334.16
2025-08-05,Laptop,South,1.0,45567.52
2025-08-06,Monitor,South,4.0,53385.74
2025-08-06,Monitor,East,2.0,24087.7
2025-08-06,Monitor,West,8.0,92505.84
2025-08-06,Headphones,West,3.0,7253.21
2025-08-06,Headphones,South,1.0,2405.62
2025-08-06,Headphones,East,1.0,2737.08
2025-08-06,Monitor,North,3.0,37331.14
2025-08-06,Headphones,North,3.0,7366.9
2025-08-06,Keyboard,East,6.0,9432.49
2025-08-06,Laptop,North,4.0,194466.64
2025-08-06,Keyboard,North,6.0,9258.81
2025-08-06,Laptop,South,1.0,42806.96
2025-08-06,Laptop,East,8.0,396023.72
2025-08-06,Mouse,North,1.0,880.89
2025-08-06,Keyboard,South,6.0,9365.09
2025-08-06,Mouse,East,6.0,4880.38
2025-08-06,Mouse,West,3.0,2575.97
2025-08-06,Mouse,South,2.0,1642.12
2025-08-07,Headphones,West,8.0,20024.54
2025-08-07,Keyboard,West,4.0,5854.04
2025-08-07,Headphones,South,3.0,6881.12
2025-08-07,Headphones,North,2.0,5205.58
2025-08-07,Monitor,West,2.0,24458.46
2025-08-07,Monitor,East,1.0,11879.92
2025-08-07,Monitor,South,2.0,22196.64
2025-08-07,Monitor,North,1.0,12619.98
2025-08-07,Headphones,East,9.0,21395.15
2025-08-07,Keyboard,East,1.0,1436.31
2025-08-07,Keyboard,North,6.0,9406.61
2025-08-07,Keyboard,South,2.0,2877.6
2025-08-07,Laptop,North,3.0,128131.94
2025-08-07,Laptop,East,4.0,179409.92
2025-08-07,Laptop,West,4.0,182939.69
2025-08-07,Laptop,South,7.0,318168.73
2025-08-07,Mouse,South,1.0,863.59
2025-08-07,Mouse,East,6.0,4760.76
2025-08-07,Mouse,West,3.0,2518.73
2025-08-07,Mouse,North,3.0,2358.16
2025-08-08,Keyboard,East,7.0,10738.56
2025-08-08,Headphones,East,3.0,7137.8
2025-08-08,Headphones,South,2.0,5028.91
2025-08-08,Headphones,North,2.0,5173.82
2025-08-08,Monitor,West,3.0,33808.19
2025-08-08,Monitor,East,1.0,10753.7
2025-08-08,Monitor,South,3.0,38513.64
2025-08-08,Monitor,North,4.0,45470.19
2025-08-08,Keyboard,West,2.0,3083.88
2025-08-08,Headphones,West,7.0,18451.01
2025-08-08,Keyboard,South,4.0,5808.39
2025-08-08,Mouse,West,3.0,2392.72
2025-08-08,Laptop,North,4.0,177581.29
2025-08-08,Laptop,South,7.0,310478.4
2025-08-08,Laptop,East,1.0,43908.21
2025-08-08,Keyboard,North,3.0,4295.55
2025-08-08,Mouse,North,2.0,1563.64
2025-08-08,Mouse,South,2.0,1606.4
2025-08-08,Mouse,East,4.0,3424.25
2025-08-08,Laptop,West,8.0,376170.02
2025-08-09,Monitor,North,4.0,50229.04
2025-08-09,Headphones,West,12.0,29022.68
2025-08-09,Headphones,East,3.0,6625.96
2025-08-09,Headphones,South,4.0,10473.38
2025-08-09,Monitor,West,6.0,71508.2
2025-08-09,Monitor,East,3.0,35500.97
2025-08-09,Monitor,South,4.0,46948.61
2025-08-09,Keyboard,West,4.0,5712.0
2025-08-09,Keyboard,East,8.0,11860.87
2025-08-09,Keyboard,North,3.0,4496.68
2025-08-09,Mouse,West,9.0,7784.59
2025-08-09,Mouse,East,4.0,3344.18
2025-08-09,Mouse,South,4.0,3105.54
2025-08-09,Mouse,North,3.0,2482.96
2025-08-09,Laptop,East,4.0,188864.55
2025-08-09,Laptop,South,4.0,168221.0
2025-08-09,Laptop,North,12.0,565497.1
2025-08-09,Keyboard,South,4.0,5614.33
2025-08-10,Keyboard,West,4.0,6193.85
2025-08-10,Monitor,North,6.0,68616.76
2025-08-10,Monitor,South,6.0,69095.48
2025-08-10,Monitor,East,4.0,49015.35
2025-08-10,Headphones,West,9.0,22233.66
2025-08-10,Headphones,North,1.0,2317.46
2025-08-10,Headphones,South,1.0,2374.86
2025-08-10,Headphones,East,8.0,21600.4
2025-08-10,Monitor,West,3.0,38070.23
2025-08-10,Keyboard,East,1.0,1466.22
2025-08-10,Laptop,North,1.0,46754.72
2025-08-10,Keyboard,North,4.0,5610.71
2025-08-10,Mouse,West,3.0,2332.88
2025-08-10,Mouse,East,4.0,3092.98
2025-08-10,Mouse,South,,7024.74
2025-08-10,Mouse,North,3.0,2182.7
2025-08-10,Laptop,West,3.0,135894.43
2025-08-10,Laptop,East,4.0,172873.92
2025-08-10,Laptop,South,4.0,177276.57
2025-08-10,Keyboard,South,1.0,1447.63
2025-08-11,Monitor,North,4.0,47835.19
2025-08-11,Monitor,South,4.0,50421.16
2025-08-11,Monitor,East,6.0,69778.62
2025-08-11,Keyboard,West,6.0,9152.08
2025-08-11,Headphones,North,4.0,10538.68
2025-08-11,Headphones,South,1.0,2631.05
2025-08-11,Headphones,West,1.0,2544.38
2025-08-11,Monitor,West,7.0,79122.77
2025-08-11,Keyboard,East,4.0,6139.04
2025-08-11,Keyboard,North,4.0,5922.82
2025-08-11,Laptop,North,4.0,173756.73
2025-08-11,Mouse,West,1.0,771.93
2025-08-11,Mouse,East,4.0,3283.64
2025-08-11,Mouse,South,4.0,3537.86
2025-08-11,Mouse,North,3.0,2458.14
2025-08-11,Laptop,West,2.0,94589.25
2025-08-11,Laptop,East,3.0,131158.84
2025-08-11,Laptop,South,3.0,146792.18
2025-08-11,Keyboard,South,1.0,1503.65
2025-08-12,Keyboard,West,4.0,6001.33
2025-08-12,Monitor,North,2.0,23852.67
2025-08-12,Monitor,South,2.0,25082.79
2025-08-12,Headphones,West,3.0,7203.2
2025-08-12,Headphones,South,3.0,7535.91
2025-08-12,Headphones,East,2.0,4833.14
2025-08-12,Keyboard,East,6.0,9234.35
2025-08-12,Monitor,West,3.0,33625.49
2025-08-12,Keyboard,South,3.0,4580.37
2025-08-12,Headphones,North,2.0,4960.71
2025-08-12,Mouse,West,2.0,1544.16
2025-08-12,Keyboard,North,1.0,1405.53
2025-08-12,Laptop,South,3.0,125568.8
2025-08-12,Laptop,East,2.0,89268.62
2025-08-12,Laptop,North,2.0,87631.62
2025-08-12,Mouse,North,1.0,730.93
2025-08-12,Mouse,South,4.0,3331.46
2025-08-12,Mouse,East,3.0,2317.26
2025-08-12,Laptop,West,6.0,274525.45
2025-08-13,Headphones,West,6.0,13795.77
2025-08-13,Keyboard,East,7.0,11398.17
2025-08-13,Headphones,East,2.0,5019.69
2025-08-13,Headphones,South,3.0,7191.03
2025-08-13,Headphones,North,1.0,2548.07
2025-08-13,Monitor,South,2.0,22182.13
2025-08-13,Monitor,North,4.0,45398.96
2025-08-13,Keyboard,West,6.0,8663.5
2025-08-13,Keyboard,South,6.0,9032.76
2025-08-13,Mouse,South,2.0,1556.9
2025-08-13,Mouse,West,6.0,4539.87
2025-08-13,Mouse,East,1.0,811.69
2025-08-13,Mouse,North,4.0,3013.04
2025-08-13,Laptop,West,2.0,85730.47
2025-08-13,Laptop,East,3.0,136621.56
2025-08-13,Laptop,South,4.0,190482.4
2025-08-13,Laptop,North,4.0,169362.95
2025-08-13,Keyboard,North,2.0,2958.8
2025-08-14,Monitor,East,1.0,12078.69
2025-08-14,Monitor,North,4.0,45470.9
2025-08-14,Monitor,West,3.0,35545.88
2025-08-14,Keyboard,West,2.0,3182.33
2025-08-14,Headphones,South,1.0,2399.45
2025-08-14,Headphones,West,8.0,19168.68
2025-08-14,Headphones,East,4.0,9000.7
2025-08-14,Headphones,North,6.0,14921.17
2025-08-14,Keyboard,East,9.0,13373.15
2025-08-14,Laptop,South,3.0,139557.36
2025-08-14,Keyboard,North,1.0,1570.76
2025-08-14,Laptop,North,6.0,268973.34
2025-08-14,Laptop,East,4.0,153215.71
2025-08-14,Laptop,West,3.0,139554.62
2025-08-14,Keyboard,South,2.0,2929.53
2025-08-14,Mouse,South,1.0,823.98
2025-08-14,Mouse,East,1.0,822.86
2025-08-14,Mouse,West,2.0,1599.39
2025-08-14,Mouse,North,8.0,6316.59
2025-08-15,Keyboard,West,8.0,11220.72
2025-08-15,Headphones,East,4.0,9732.42
2025-08-15,Headphones,South,3.0,7476.26
2025-08-15,Headphones,North,1.0,2494.27
2025-08-15,Monitor,West,7.0,84905.29
2025-08-15,Monitor,East,3.0,34645.88
2025-08-15,Monitor,South,6.0,73389.44
2025-08-15,Monitor,North,3.0,35932.06
2025-08-15,Keyboard,East,3.0,4118.3
2025-08-15,Keyboard,South,2.0,2974.48
2025-08-15,Keyboard,North,8.0,12706.59
2025-08-15,Laptop,South,1.0,49074.46
2025-08-15,Laptop,East,2.0,90150.98
2025-08-15,Laptop,West,4.0,168272.98
2025-08-15,Laptop,North,9.0,416664.07
2025-08-15,Mouse,South,3.0,2317.88
2025-08-15,Mouse,East,3.0,2307.44
2025-08-15,Mouse,West,1.0,769.52
2025-08-15,Mouse,North,3.0,2702.0
2025-08-16,Monitor,North,9.0,106928.34
2025-08-16,Headphones,West,8.0,19981.83
2025-08-16,Headphones,East,3.0,7560.23
2025-08-16,Headphones,South,6.0,15583.16
2025-08-16,Headphones,North,9.0,22015.01
2025-08-16,Monitor,West,4.0,47906.58
2025-08-16,Monitor,East,6.0,69507.78
2025-08-16,Monitor,South,1.0,10902.54
